aarónico, ca=cat: A;source: ;
cebollero, ra=cat: A,MF;source: ;
cebolleta=cat: F;source: ;
cebollino=cat: M;source: ;
cebollón=cat: M;source: ;
cebolludo, da=cat: A;source: ;
cebón, na=cat: A,M;source: ;
ceborrincha=cat: F;source: ;
cebra=cat: F;source: ;
cebrado, da=cat: A;source: ;
cebratana=cat: F;source: ;
cebrión=cat: M;source: ;
cebro=cat: M;source: ;
cebruno, na=cat: A;source: ;
cebtí=cat: A;source: ;
cebuano, na=cat: A,M;source: ;
cebucán=cat: M;source: ;
cebú=cat: M;source: ;
ceburro=cat: A;source: ;
cecal=cat: A;source: ;
ceceante=cat: A;source: ;
ceceo=cat: M;source: ;
ceceoso, sa=cat: A;source: ;
cechero=cat: M;source: ;
cecial=cat: M;source: ;
cecias=cat: M;source: ;
cecidia=cat: F;source: ;
cecina=cat: F;source: ;
cecinar=cat: VT;source: ;
ceción=cat: F;source: ;
cecografía=cat: F;source: ;
cecógrafo=cat: M;source: ;
cécubo=cat: M;source: ;
cecuciente=cat: A;source: ;
ceda=cat: F;source: ;
cedacear=cat: VI;source: ;
cedacería=cat: F;source: ;
cedacero=cat: M;source: ;
cedacillo=cat: M;source: ;
cedazo=cat: M;source: ;
cedente=cat: A;source: ;
ceder=cat: VI,VT;source: ;
cederrón=cat: M;source: ;
cedible=cat: A;source: ;
cedicio, cia=cat: A;source: ;
cedilla=cat: F;source: ;
cedizo, za=cat: A;source: ;
cedoaria=cat: F;source: ;
cedo=cat: R;source: ;
cedras=cat: F;source: ;
cedreleón=cat: M;source: ;
cedreno=cat: M;source: ;
cedria=cat: F;source: ;
cédride=cat: F;source: ;
cedrino, na=cat: A;source: ;
cedrito=cat: M;source: ;
cedro=cat: M;source: ;
cedróleo=cat: M;source: ;
cedrón=cat: M;source: ;
cédula=cat: F;source: ;
cedulaje=cat: M;source: ;
cedular=cat: VT;source: ;
cedulario=cat: M;source: ;
cedulón=cat: M;source: ;
-céfala=cat: ;source: ;
cefalalgia=cat: F;source: ;
cefalálgico, ca=cat: A;source: ;
cefalea=cat: F;source: ;
-cefalia=cat: ;source: ;
cefálico, ca=cat: A,F;source: ;
cefalitis=cat: F;source: ;
céfalo=cat: M;source: ;
cefalópodo=cat: A,M;source: ;
cefalorraquídeo=cat: A;source: ;
cefalotórax=cat: M;source: ;
cefea=cat: F;source: ;
cefear=cat: VI;source: ;
céfiro=cat: M;source: ;
cefo=cat: M;source: ;
cefrado, da=cat: A;source: ;
cegado=cat: ;source: ;
cegador, ra=cat: A;source: ;
cegajear=cat: VI;source: ;
cegajez=cat: F;source: ;
cegajo, ja=cat: A;source: ;
cegajoso, sa=cat: A;source: ;
cegama=cat: ;source: ;
cegamiento=cat: M;source: ;
cegar=cat: VI,VT;source: ;
cegarra=cat: A;source: ;
cegarrita=cat: A,LAdv;source: ;
cegatero, ra=cat: MF;source: ;
cegatón, na=cat: A;source: ;
cegatoso, sa=cat: A;source: ;
cegato, ta=cat: A;source: ;
cegesimal=cat: A;source: ;
cegua=cat: F;source: ;
ceguedad=cat: F;source: ;
ceguera=cat: F;source: ;
ceiba=cat: F;source: ;
ceibal=cat: M;source: ;
ceibeño, ña=cat: A;source: ;
ceibo=cat: M;source: ;
ceibón=cat: M;source: ;
Ceilán=cat: ;source: ;
ceisatita=cat: F;source: ;
ceja=cat: F,LAdv;source: ;
cejadero=cat: M;source: ;
cejador=cat: M;source: ;
cejar=cat: VI;source: ;
ceje=cat: M;source: ;
cejijunto, ta=cat: A;source: ;
cejilla=cat: F;source: ;
cejudo, da=cat: A;source: ;
cejuela=cat: F;source: ;
cejunto, ta=cat: A;source: ;
cela=cat: F;source: ;
celadamente=cat: R;source: ;
celado, da=cat: A,F;source: ;
celadón=cat: M;source: ;
celador, ra=cat: A,MF;source: ;
celaduría=cat: F;source: ;
celaje=cat: M;source: ;
celajería=cat: F;source: ;
celambre=cat: F;source: ;
celán=cat: M;source: ;
celante=cat: A;source: ;
celastráceo, a=cat: A,F;source: ;
celastríneo, a=cat: A;source: ;
celastro=cat: M;source: ;
celda=cat: F;source: ;
celdilla=cat: F;source: ;
celdrana=cat: F;source: ;
celebérrimo, ma=cat: A;source: ;
celebración=cat: F;source: ;
celebrado, da=cat: A;source: ;
celebrador, ra=cat: A,MF;source: ;
celebrante=cat: A,M;source: ;
celebrar=cat: VT;source: ;
célebre=cat: A;source: ;
celebrero=cat: M;source: ;
celebridad=cat: F;source: ;
celebro=cat: M;source: ;
cele=cat: A;source: ;
celedón=cat: M;source: ;
celeminada=cat: F;source: ;
celemín=cat: M;source: ;
celeminear=cat: VI;source: ;
celeminero=cat: M;source: ;
celendino, na=cat: A;source: ;
celentéreo=cat: A,M;source: ;
celeque=cat: A;source: ;
celera=cat: F;source: ;
celerado, da=cat: A;source: ;
célere=cat: A,M;source: ;
celeridad=cat: F;source: ;
celescopio=cat: M;source: ;
celesta=cat: F;source: ;
celeste=cat: A,M;source: ;
celestial=cat: A;source: ;
celestialmente=cat: R;source: ;
celestinazgo=cat: M;source: ;
celestinear=cat: VI;source: ;
celestinesco, ca=cat: A;source: ;
celestino, na=cat: A;source: ;
celestre=cat: M;source: ;
celfo=cat: M;source: ;
celia=cat: F;source: ;
celiaco, ca=cat: A,F;source: ;
celíaco, ca=cat: A,F;source: ;
celibato=cat: M;source: ;
célibe=cat: A;source: ;
célico, ca=cat: A;source: ;
celícola=cat: M;source: ;
celidonia=cat: F;source: ;
celidueña=cat: F;source: ;
celinda=cat: F;source: ;
celindrate=cat: M;source: ;
celista=cat: ;source: ;
cella=cat: F;source: ;
cellar=cat: ;source: ;
cellenco, ca=cat: A,F;source: ;
cellerizo=cat: M;source: ;
cellisca=cat: F;source: ;
cellisquear=cat: VI;source: ;
cello=cat: M;source: ;
celofán=cat: M;source: ;
celoidina=cat: F;source: ;
celoma=cat: M;source: ;
celomado, da=cat: A,M;source: ;
celomático, ca=cat: A;source: ;
celosa=cat: A,F;source: ;
celosamente=cat: R;source: ;
celosía=cat: F;source: ;
celoso, sa=cat: A;source: ;
celotipia=cat: F;source: ;
celsitud=cat: F;source: ;
Celsius=cat: ;source: ;
celta=cat: A,M;source: ;
celtibérico, ca=cat: A;source: ;
celtiberio, ria=cat: A;source: ;
celtíbero, ra o celtibero, ra=cat: A;source: ;
céltico, ca=cat: A;source: ;
celtídeo, a=cat: A,F;source: ;
celtismo=cat: M;source: ;
celtista=cat: ;source: ;
celtohispánico, ca=cat: A;source: ;
celtohispano, na=cat: A;source: ;
celtolatino, na=cat: A;source: ;
célula=cat: F;source: ;
celulado, da=cat: A;source: ;
celular=cat: A,M;source: ;
celulario, ria=cat: A;source: ;
celulita=cat: F;source: ;
celulítico, ca=cat: A;source: ;
celulitis=cat: F;source: ;
celuloide=cat: M;source: ;
celulosa=cat: F;source: ;
celulósico, ca=cat: A;source: ;
cema=cat: F;source: ;
cémbalo=cat: M;source: ;
cembo=cat: M;source: ;
cembrio=cat: M;source: ;
cementación=cat: F;source: ;
cementante=cat: M;source: ;
cementar=cat: VT;source: ;
cementerial=cat: A;source: ;
cementerio=cat: M;source: ;
cementero, ra=cat: A;source: ;
cemento=cat: M;source: ;
cementoso, sa=cat: A;source: ;
cemita=cat: F;source: ;
cempasúchil=cat: M;source: ;
cenacho=cat: M;source: ;
cenáculo=cat: M;source: ;
cenadero=cat: M;source: ;
cenado, da=cat: A;source: ;
cenador, ra=cat: A,M;source: ;
cenaduría=cat: F;source: ;
cenaga=cat: F;source: ;
cenagal=cat: M;source: ;
cenagar=cat: VT;source: ;
cenagoso, sa=cat: A;source: ;
cenal=cat: M;source: ;
cenaoscuras=cat: ;source: ;
cenata=cat: F;source: ;
cenca=cat: F;source: ;
cencapa=cat: F;source: ;
cencellada o cenceñada=cat: F;source: ;
cenceño, ña=cat: A;source: ;
cencero, ra=cat: A;source: ;
cencerra=cat: F;source: ;
cencerrada=cat: A,F;source: ;
cencerrado, da=cat: A;source: ;
cencerrear=cat: VI;source: ;
cencerreo=cat: M;source: ;
cencerril=cat: A;source: ;
cencerrillas=cat: F;source: ;
cencerro=cat: M,LAdv;source: ;
cencerrón=cat: M;source: ;
cencha=cat: F;source: ;
cencido, da=cat: A;source: ;
cencío=cat: A;source: ;
cencio=cat: M;source: ;
cencivera=cat: F;source: ;
cenco=cat: M;source: ;
cencuate=cat: M;source: ;
cendal=cat: M;source: ;
cendalí=cat: A;source: ;
céndea=cat: F;source: ;
cendolilla=cat: F;source: ;
cendra=cat: F;source: ;
cendradilla=cat: F;source: ;
cendrado, da=cat: A,F;source: ;
cendrar=cat: VT;source: ;
cendrazo=cat: M;source: ;
cenefa=cat: F;source: ;
cenegar=cat: VT;source: ;
ceneque=cat: M;source: ;
cenestesia=cat: F;source: ;
cenestésico, ca=cat: A;source: ;
cenete=cat: A;source: ;
cenhegí=cat: A;source: ;
cenia=cat: F;source: ;
cení=cat: M;source: ;
cenicense=cat: A;source: ;
cenicerense=cat: A;source: ;
cenicero=cat: M;source: ;
cenícero=cat: M;source: ;
cenicienta=cat: A,F;source: ;
ceniciento, ta=cat: A;source: ;
cenicilla=cat: F;source: ;
cenital=cat: A;source: ;
cenit o cénit=cat: M;source: ;
cenizal=cat: M;source: ;
cenízaro=cat: M;source: ;
cenizoso, sa=cat: A;source: ;
cenizo, za=cat: A,M,F;source: ;
cenobial=cat: A;source: ;
cenobio=cat: M;source: ;
cenobita=cat: ;source: ;
cenobítico, ca=cat: A;source: ;
cenobitismo=cat: M;source: ;
cenojil=cat: M;source: ;
cenopegias=cat: F;source: ;
cenoso, sa=cat: A;source: ;
cenotafio=cat: M;source: ;
cenote=cat: M;source: ;
cenozoico, ca=cat: A;source: ;
censador, ra=cat: MF;source: ;
censal=cat: A,M;source: ;
censalista=cat: ;source: ;
censar=cat: VI,VT;source: ;
censatario, ria=cat: A;source: ;
censista=cat: ;source: ;
censitario, ria=cat: A;source: ;
censo=cat: M;source: ;
censorino, na=cat: A;source: ;
censorio, ria=cat: A;source: ;
censor, ra=cat: A,MF,M;source: ;
censual=cat: A;source: ;
censualista=cat: ;source: ;
censuario=cat: M;source: ;
censurable=cat: A;source: ;
censura=cat: F;source: ;
censurador, ra=cat: A;source: ;
censurar=cat: VT;source: ;
censurista=cat: ;source: ;
centalla=cat: F;source: ;
centaura=cat: F;source: ;
centaurea=cat: F;source: ;
centauro=cat: M;source: ;
centavo, va=cat: A,M;source: ;
cent=cat: M;source: ;
centella=cat: F;source: ;
centellador, ra=cat: A;source: ;
centellar=cat: VI;source: ;
centelleante=cat: A;source: ;
centellear=cat: VI;source: ;
centelleo=cat: M;source: ;
centellón=cat: M;source: ;
centenada=cat: F,LAdv;source: ;
centenario, ria=cat: A,M;source: ;
centenaza=cat: F;source: ;
centén=cat: M;source: ;
centenero, ra=cat: A;source: ;
centenilla=cat: F;source: ;
centenoso, sa=cat: A;source: ;
centesimal=cat: A;source: ;
centésimo, ma=cat: A,M;source: ;
centiárea=cat: F;source: ;
centi-=cat: ;source: ;
centígrado, da=cat: A;source: ;
centigramo=cat: M;source: ;
centilitro=cat: M;source: ;
centillero=cat: M;source: ;
centiloquio=cat: M;source: ;
centimano o centímano=cat: A;source: ;
centímetro=cat: M;source: ;
céntimo, ma=cat: A,M;source: ;
centinela=cat: M,F;source: ;
centinodia=cat: F;source: ;
centiplicado, da=cat: A;source: ;
centipondio=cat: M;source: ;
centola=cat: F;source: ;
centolla=cat: F;source: ;
centollo=cat: M;source: ;
centonar=cat: VT;source: ;
centón=cat: M;source: ;
centrado, da=cat: A;source: ;
central=cat: A,M,F;source: ;
centralense=cat: A;source: ;
centralidad=cat: F;source: ;
centralilla=cat: F;source: ;
centralismo=cat: M;source: ;
centralista=cat: A;source: ;
centralita=cat: F;source: ;
centralización=cat: F;source: ;
centralizado=cat: ;source: ;
centralizador, ra=cat: A;source: ;
centralizar=cat: VT;source: ;
centrar=cat: VI,VT;source: ;
centrarco=cat: M;source: ;
céntrico, ca=cat: A;source: ;
centrifugación=cat: F;source: ;
centrifugado=cat: M;source: ;
centrifugador, ra=cat: A,F;source: ;
centrifugar=cat: VT;source: ;
centrífugo, ga=cat: A,F;source: ;
centrina=cat: F;source: ;
centrípeto, ta=cat: A;source: ;
centris=cat: M;source: ;
centrisco=cat: M;source: ;
centrismo=cat: M;source: ;
centrista=cat: A;source: ;
centroafricano, na=cat: A;source: ;
centroamericano, na=cat: A;source: ;
centrobárico, ca=cat: A;source: ;
centrocampista=cat: ;source: ;
centro=cat: M;source: ;
centroeuropeo, a=cat: A;source: ;
centunviral=cat: A;source: ;
centunvirato=cat: M;source: ;
centunviro=cat: M;source: ;
centuplicar=cat: VT;source: ;
céntuplo, pla=cat: A;source: ;
centuria=cat: F;source: ;
centurionazgo=cat: M;source: ;
centurión=cat: M;source: ;
cenuro=cat: M;source: ;
cenutrio=cat: M;source: ;
cenzalino, na=cat: A;source: ;
cénzalo=cat: M;source: ;
cenzaya=cat: F;source: ;
cenzayo=cat: M;source: ;
cenzonte=cat: M;source: ;
cenzontle=cat: M;source: ;
ceñar=cat: VT;source: ;
ceñideras=cat: F;source: ;
ceñidero=cat: M;source: ;
ceñido, da=cat: A,F;source: ;
ceñidor=cat: M;source: ;
ceñidura=cat: F;source: ;
ceñiglo=cat: M;source: ;
ceñimiento=cat: M;source: ;
ceñir=cat: VT,VP;source: ;
ceñoso1, sa=cat: A;source: ;
ceñudo, da=cat: A;source: ;
ceo=cat: M;source: ;
cepa=cat: F,LAdj;source: ;
cepadgo=cat: M;source: ;
cepazo=cat: M;source: ;
cepeda=cat: F;source: ;
cepejón=cat: M;source: ;
cepellón=cat: M;source: ;
cepera=cat: F;source: ;
cepillada=cat: F;source: ;
cepilladura=cat: F;source: ;
cepillar=cat: VT,VP;source: ;
cepillo=cat: M,LAdv;source: ;
cepita=cat: F;source: ;
cepola=cat: F;source: ;
ceporrez=cat: F;source: ;
ceporro=cat: M;source: ;
cepote=cat: M;source: ;
ceprén=cat: M;source: ;
ceptí=cat: A;source: ;
cequeta=cat: F;source: ;
cequia=cat: F;source: ;
cequiaje=cat: M;source: ;
cequí=cat: M;source: ;
cequión=cat: M;source: ;
ceracate=cat: F;source: ;
cera=cat: F;source: ;
cerafolio=cat: M;source: ;
ceragallo=cat: M;source: ;
cerámico, ca=cat: A,F;source: ;
ceramista=cat: ;source: ;
ceramita=cat: F;source: ;
ceranda=cat: F;source: ;
cerapez=cat: F;source: ;
cerasiote=cat: M;source: ;
cerasita=cat: F;source: ;
cerasta o cerastas=cat: F;source: ;
ceraste=cat: M;source: ;
cerastes=cat: M;source: ;
cerástide=cat: M;source: ;
cerate=cat: M;source: ;
ceratias=cat: M;source: ;
cerato=cat: M;source: ;
ceraunia=cat: F;source: ;
ceraunomancia o ceraunomancía=cat: F;source: ;
ceraunómetro=cat: M;source: ;
ceraza=cat: F;source: ;
cerbas=cat: M;source: ;
cerbatana=cat: F;source: ;
cerbelo=cat: M;source: ;
cerbero=cat: M;source: ;
cerbillera=cat: F;source: ;
cercado=cat: M;source: ;
cercador, ra=cat: A,M;source: ;
cercadura=cat: F;source: ;
cercamiento=cat: M;source: ;
cercanamente=cat: R;source: ;
cercandanza=cat: F;source: ;
cercanía=cat: F;source: ;
cercano, na=cat: A;source: ;
cercar=cat: VT;source: ;
cercaria=cat: F;source: ;
-cer=cat: ;source: ;
cercear=cat: VI;source: ;
cercenadamente=cat: R;source: ;
cercenador, ra=cat: A;source: ;
cercenadura=cat: F;source: ;
cercenamiento=cat: M;source: ;
cercenar=cat: VT;source: ;
cercén=cat: LAdv;source: ;
cercen=cat: R;source: ;
cércene=cat: R,LAdv;source: ;
cérceno, na=cat: A;source: ;
cercera=cat: F;source: ;
cercha=cat: F;source: ;
cerchar=cat: VT;source: ;
cerchearse=cat: VP;source: ;
cerchón=cat: M;source: ;
cercillo=cat: M;source: ;
cerciorar=cat: VT;source: ;
cerco=cat: M,LAdv;source: ;
cercopiteco=cat: M;source: ;
cércopo=cat: M;source: ;
cercote=cat: M;source: ;
cerda=cat: F;source: ;
cerdada=cat: F;source: ;
cerdamen=cat: M;source: ;
cerdo=cat: M,LAdv;source: ;
cerdón, na=cat: A;source: ;
cerdoso, sa=cat: A,M;source: ;
cerdudo, da=cat: A,M;source: ;
cereal=cat: A,M;source: ;
cerealista=cat: A;source: ;
cerebelo=cat: M;source: ;
cerebración=cat: F;source: ;
cerebral=cat: A;source: ;
cerebralismo=cat: M;source: ;
cerebrina=cat: F;source: ;
cerebro=cat: M;source: ;
cerebroespinal=cat: A;source: ;
cereceda=cat: F;source: ;
cerecere=cat: M;source: ;
cerecilla=cat: F;source: ;
cereguete=cat: M;source: ;
ceremonia=cat: F,LAdv;source: ;
ceremonial=cat: A,M;source: ;
ceremoniático, ca=cat: A;source: ;
ceremoniero, ra=cat: A;source: ;
ceremonioso, sa=cat: A;source: ;
cereño1, ña=cat: A;source: ;
céreo, a=cat: A;source: ;
cerequeque=cat: M;source: ;
cerería=cat: F;source: ;
cerero, ra=cat: MF,M;source: ;
ceresina=cat: F;source: ;
ceretano, na=cat: A;source: ;
cerete=cat: M;source: ;
cerevisina=cat: F;source: ;
cereza=cat: F;source: ;
cerezal=cat: M;source: ;
cerezo=cat: M;source: ;
ceriballo=cat: M;source: ;
ceribón=cat: M;source: ;
cerífero, ra=cat: A;source: ;
cerífica=cat: ;source: ;
ceriflor=cat: F;source: ;
cerilla=cat: F;source: ;
cerillero, ra=cat: MF,M,F;source: ;
cerillo=cat: M;source: ;
cerina=cat: F;source: ;
cerio=cat: M;source: ;
ceriolario=cat: M;source: ;
ceriondo, da=cat: A;source: ;
cerita=cat: F;source: ;
cerito=cat: M;source: ;
cermeña=cat: F;source: ;
cermeño=cat: M;source: ;
cerna=cat: F;source: ;
cernada=cat: F;source: ;
cernadero=cat: M;source: ;
cernaja=cat: F;source: ;
cernear=cat: VT;source: ;
cerne=cat: A,M;source: ;
cernedera=cat: F;source: ;
cernedero=cat: M;source: ;
cernedor, ra=cat: MF,M;source: ;
cerneja=cat: F;source: ;
cernejudo, da=cat: A;source: ;
cernera=cat: F;source: ;
cerner=cat: VI,VT,VP;source: ;
cernícalo=cat: M;source: ;
cernidera=cat: F;source: ;
cernidero=cat: M;source: ;
cernidillo=cat: M;source: ;
cernido=cat: M;source: ;
cernidura=cat: F;source: ;
cernir=cat: VT;source: ;
cerno=cat: M;source: ;
cero=cat: A,M,LAdv;source: ;
ceroferario=cat: M;source: ;
cerógrafo=cat: M;source: ;
ceroleína=cat: F;source: ;
cerollo, lla=cat: A;source: ;
ceroma=cat: F;source: ;
ceromancia o ceromancía=cat: F;source: ;
ceromático, ca=cat: A;source: ;
ceromiel=cat: M;source: ;
cerón=cat: M;source: ;
ceronero, ra=cat: A;source: ;
ceroplástica=cat: F;source: ;
cerorrinco=cat: M;source: ;
ceroso, sa=cat: A;source: ;
cerotear=cat: VI,VT;source: ;
cerote=cat: M;source: ;
cerotero=cat: M;source: ;
ceroto=cat: M;source: ;
cerpa=cat: F;source: ;
cerquillo=cat: M;source: ;
cerquita=cat: R;source: ;
cerracatín, na=cat: MF;source: ;
cerradamente=cat: R;source: ;
cerradero, ra=cat: A,M,F;source: ;
cerradizo, za=cat: A;source: ;
cerrado, da=cat: A,M,F;source: ;
cerrador, ra=cat: A,M;source: ;
cerradura=cat: F;source: ;
cerrajear=cat: VI;source: ;
cerrajería=cat: F;source: ;
cerrajerillo=cat: M;source: ;
cerrajero=cat: M;source: ;
cerrajón=cat: M;source: ;
cerralle=cat: M;source: ;
cerramiento=cat: M;source: ;
cerrar=cat: VI,VT,VP;source: ;
cerras=cat: F;source: ;
cerrateño, ña=cat: A;source: ;
cerrebojar=cat: VT;source: ;
cerrejón=cat: M;source: ;
cerreño, ña=cat: A;source: ;
cerrería=cat: F;source: ;
cerrero, ra=cat: A;source: ;
cerreta=cat: F;source: ;
cerretano, na=cat: A;source: ;
cerrevedijón=cat: M;source: ;
cerrica=cat: F;source: ;
cerril=cat: A;source: ;
cerrilidad=cat: F;source: ;
cerrilismo=cat: M;source: ;
cerrilla=cat: F;source: ;
cerrillada=cat: F;source: ;
cerrillar=cat: VT;source: ;
cerrillo=cat: M;source: ;
cerrilmente=cat: R;source: ;
cerrión=cat: M;source: ;
cerristopa=cat: F;source: ;
cerro=cat: M,LAdv;source: ;
cerrojazo=cat: M;source: ;
cerrojillo=cat: M;source: ;
cerrojito=cat: M;source: ;
cerrojo=cat: M;source: ;
cerrón=cat: M;source: ;
cerrotino=cat: M;source: ;
cerruma=cat: F;source: ;
certamen=cat: M;source: ;
certeneja=cat: F;source: ;
certería=cat: F;source: ;
certero, ra=cat: A;source: ;
certeza=cat: F;source: ;
certidumbre=cat: F;source: ;
certificable=cat: A;source: ;
certificación=cat: F;source: ;
certificadamente=cat: R;source: ;
certificado, da=cat: A,M;source: ;
certificador, ra=cat: A;source: ;
certificar=cat: VI,VT;source: ;
certificatorio, ria=cat: A,F;source: ;
certinidad=cat: F;source: ;
certísimo, ma=cat: A;source: ;
certitud=cat: F;source: ;
ceruca=cat: F;source: ;
cerúleo, a=cat: A;source: ;
cerulina=cat: F;source: ;
ceruma=cat: F;source: ;
cerumen=cat: M;source: ;
cerusa=cat: F;source: ;
cerusita=cat: F;source: ;
cerval=cat: A;source: ;
cervantesco, ca=cat: A;source: ;
cervántico, ca=cat: A;source: ;
cervantino, na=cat: A;source: ;
cervantismo=cat: M;source: ;
cervantista=cat: A;source: ;
cervantófilo, la=cat: A;source: ;
cervariense=cat: A;source: ;
cervario, ria=cat: A;source: ;
cervatica=cat: F;source: ;
cervatillo=cat: M;source: ;
cervato=cat: M;source: ;
cerveceada=cat: F;source: ;
cervecear=cat: VI;source: ;
cerveceo=cat: M;source: ;
cervecería=cat: F;source: ;
cervecero, ra=cat: A,MF;source: ;
cerverano, na=cat: A;source: ;
cerveza=cat: F;source: ;
cervicabra=cat: F;source: ;
cervical=cat: A,F;source: ;
cervicular=cat: A;source: ;
cérvido=cat: A,M;source: ;
cervigón=cat: M;source: ;
cervigudo, da=cat: A;source: ;
cerviguillo=cat: M;source: ;
cervino, na=cat: A;source: ;
cerviz=cat: F;source: ;
cervuno, na=cat: A;source: ;
cesación=cat: F;source: ;
cesamiento=cat: M;source: ;
cesantear=cat: VT;source: ;
cesante=cat: A;source: ;
cesantía=cat: F;source: ;
cesaraugustano, na=cat: A;source: ;
césar=cat: M;source: ;
cesar=cat: VI;source: ;
cesarense=cat: A;source: ;
cesáreo, a=cat: A,F;source: ;
cesariano, na=cat: A;source: ;
cesariense=cat: A;source: ;
cesarino, na=cat: A;source: ;
cesarismo=cat: M;source: ;
cesarista=cat: M;source: ;
cese=cat: M;source: ;
cesenés, sa=cat: A;source: ;
cesible=cat: A;source: ;
cesio=cat: M;source: ;
cesionario, ria=cat: A;source: ;
cesionista=cat: ;source: ;
cesolfaút=cat: M;source: ;
cesonario, ria=cat: MF;source: ;
césped=cat: M;source: ;
